id,True,Pred
Frans vander Straten de jongere,Frans vander Straten de jongere,Jacobus Revius
Johannes d' Outrein,Johannes d' Outrein,Carolus Tuinman
Jan Jansz. Deutel,Jan Jansz. Deutel,Hendrik Uilenbroek
Arnold Bon,Arnold Bon,Pieter Nootmans
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,M. van de Speybroek
Willem Sluiter,Willem Sluiter,Jan Pieter Heije
Pieter Lenaerts van der Goes,Pieter Lenaerts van der Goes,Frans vander Straten de jongere
C. Rhijnenburgh,C. Rhijnenburgh,G.A. Bredero
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Cornelis Maertsz.
Cornelis Stribeé,Cornelis Stribeé,Pieter Nootmans
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Willem de Swaen
Pieter Datheen,Pieter Datheen,Leenaert Clock
Cornelis Stribeé,Cornelis Stribeé,Pieter de Vos
Carolus Tuinman,Carolus Tuinman,Jan Pieter Heije
Aegidius Haeffacker,Aegidius Haeffacker,Albertus Buitendyck
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Willem de Swaen
Pieter Dubbels,Pieter Dubbels,Hendrick Jansz. Prins
Johanna de Gavre,Johanna de Gavre,Willem de Swaen
H. van Vijfderley,H. van Vijfderley,Joannes Six van Chandelier
F. Pitton,F. Pitton,Jakobus Rosseau
Aegidius Haeffacker,Aegidius Haeffacker,Daniel Bellemans
Willem Sluiter,Willem Sluiter,Jan Pieter Heije
Carolus Tuinman,Carolus Tuinman,Johannes d' Outrein
Jan Jansz. Starter,Jan Jansz. Starter,Dirk Rafaelsz. Camphuysen
Johannes Stichter,Johannes Stichter,Hendrik Rintjes
Joannes Kannewet,Joannes Kannewet,Jan Pieter Heije
Jodocus van Lodenstein,Jodocus van Lodenstein,Joannes Cloeck
Cornelis Sweerts,Cornelis Sweerts,Jacob Coenraetsz Mayvogel
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Frans de Cort
Cornelis Stribeé,Cornelis Stribeé,Boudewijn Jansen Wellens
J.F. Willems,J.F. Willems,Franciscus Ridderus
Pieter Cauwe,Pieter Cauwe,Jacob Cats
Christianus de Placker,Christianus de Placker,Jacob Rosant
Hieronymus Sweerts,Hieronymus Sweerts,Carolus Tuinman
Carolus Tuinman,Carolus Tuinman,Hieronymus van Alphen
Carolus Tuinman,Carolus Tuinman,A. de R. en J.G.
Lucas de Heere,Lucas de Heere,François Halma
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Dirck Pietersz Pers
Jacob Rosant,Jacob Rosant,Aernout van Overbeke
Arnold Bon,Arnold Bon,Jacob Janszoon Colevelt
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Jacob Coenraetsz Mayvogel
Jan Pieter Heije,Jan Pieter Heije,Carolus Tuinman
J.F. Willems,J.F. Willems,Jan Pieter Heije
Jodocus van Lodenstein,Jodocus van Lodenstein,Joannes Six van Chandelier
Jan Pieter Heije,Jan Pieter Heije,Carolus Tuinman
Dirck Pietersz Pers,Dirck Pietersz Pers,Lambert de Visscher
Zacharias Heyns,Zacharias Heyns,D.V. Coornhert
Cornelis Maertsz.,Cornelis Maertsz.,Carolus Tuinman
Carolus Tuinman,Carolus Tuinman,Jan van der Veen
Franciscus Ridderus,Franciscus Ridderus,Willem de Swaen
Joannes Cloeck,Joannes Cloeck,Carolus Tuinman
Arnold Bon,Arnold Bon,C. J. Wits
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Marijn de Brauwer
Frans de Cort,Frans de Cort,Hermanus van den Burg
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Cornelis Maertsz.
Jan Zoet,Jan Zoet,Joannes Stalpaert van der Wiele
Cornelis Stribeé,Cornelis Stribeé,Jan Jansz. Starter
Pieter Elsevier,Pieter Elsevier,"A.J. Dekker, Marie van Dijk"
Claes Stapel,Claes Stapel,Albertus Buitendyck
Frans de Cort,Frans de Cort,Florimond van Duyse
Livinus van der Minnen,Livinus van der Minnen,Peeter de Vleeschoudere
Aernout van Overbeke,Aernout van Overbeke,Jacobus Revius
Thomas Fonteyn,Thomas Fonteyn,Jacob Steendam
Johan van Born,Johan van Born,Dirk Rafaelsz. Camphuysen
J.F. Willems,J.F. Willems,Frans de Cort
Daniel Bellemans,Daniel Bellemans,Livinus van der Minnen
Willem Sluiter,Willem Sluiter,Gijsbertus van Sandwijk
"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen","Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen",Hendrik Jacobz. Soetenboom
J.F. Willems,J.F. Willems,Florimond van Duyse
Hieronymus Sweerts,Hieronymus Sweerts,Claes Stapel
Thomas Fonteyn,Thomas Fonteyn,Pieter Elsevier
Arnold Bon,Arnold Bon,Cornelis Stribeé
Johannes Stichter,Johannes Stichter,Joannes van Sambeeck
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",C.P. van Wesbusch
Jacobus de Ruyter,Jacobus de Ruyter,Gaudentius van Loemel
Thomas Fonteyn,Thomas Fonteyn,Albertus Buitendyck
Gerrit Hendricksz. van Breughel,Gerrit Hendricksz. van Breughel,J.F. Willems
"Alle Dercks, samensteller Alle Dercks","Alle Dercks, samensteller Alle Dercks",Reynier Rooleeuw
Johan Deknatel,Johan Deknatel,Pieter van Gelre
Hieronymus van Alphen,Hieronymus van Alphen,Jan van Hoogstraten
Florimond van Duyse,Florimond van Duyse,Jacob Westerbaen
Lambert de Visscher,Lambert de Visscher,Dirck Pietersz Pers
Claes Stapel,Claes Stapel,Jan van Hoogstraten
"A.J. Dekker, Ernst Heins, Marie van Dijk, Henk Kuijer","A.J. Dekker, Ernst Heins, Marie van Dijk, Henk Kuijer",Florimond van Duyse
Christianus Vermeulen,Christianus Vermeulen,Jacob Westerbaen
Gerrit Hendricksz. van Breughel,Gerrit Hendricksz. van Breughel,Arnold Bon
Cornelis Maertsz.,Cornelis Maertsz.,G.A. Bredero
Nicolaes Janssens,Nicolaes Janssens,Pieter Lenaerts van der Goes
Pieter Nootmans,Pieter Nootmans,G.A. Bredero
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Herman Harts
"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen","Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen",Pieter de Vos
G.A. Bredero,G.A. Bredero,Gerrit Hendricksz. van Breughel
Jacobus de Ruyter,Jacobus de Ruyter,Joannes van Sambeeck
Jan van Hoogstraten,Jan van Hoogstraten,Jodocus van Lodenstein
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Cornelis Maertsz.
Joris Wybo,Joris Wybo,Matthijs de Castelein
Jacobus de Ruyter,Jacobus de Ruyter,Hans de Ries
Joannes Six van Chandelier,Joannes Six van Chandelier,Hieronymus van Alphen
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Dirck Pietersz Pers
Philippus Jennyn,Philippus Jennyn,Christianus Vermeulen
Nicolaes Janssens,Nicolaes Janssens,Albertus Ignatius d'Hanins
Guilelmus van der Borcht,Guilelmus van der Borcht,Guilielmus Bolognino
Philips van Marnix,Philips van Marnix,Karel van Mander
Livinus van der Minnen,Livinus van der Minnen,Hendrik Jacobz. Soetenboom
Jodocus van Lodenstein,Jodocus van Lodenstein,Dirk Rafaelsz. Camphuysen
Joannes Mys,Joannes Mys,Willem de Swaen
Arnold Bon,Arnold Bon,Karel van Mander
Peeter de Vleeschoudere,Peeter de Vleeschoudere,Jan Jansz. Orlers
Daniel Bellemans,Daniel Bellemans,Peeter de Vleeschoudere
Aegidius Haeffacker,Aegidius Haeffacker,Jacob Steendam
J. Jacobsz. Harlingen,J. Jacobsz. Harlingen,Florimond van Duyse
Johannes Stichter,Johannes Stichter,Joannes Mys
Zacharias Heyns,Zacharias Heyns,Pieter Nootmans
Jan Pieter Heije,Jan Pieter Heije,Franciscus de Laat
Roelant de Kater,Roelant de Kater,Jan van Hoogstraten
Jan Thieullier,Jan Thieullier,D.V. Coornhert
Hendrik Riemsnijder,Hendrik Riemsnijder,Hermanus van den Burg
Cornelis Maertsz.,Cornelis Maertsz.,Guilelmus van der Borcht
Jan Jansz. Deutel,Jan Jansz. Deutel,Christianus Vermeulen
Hieronymus van Alphen,Hieronymus van Alphen,Jan Luyken
Florimond van Duyse,Florimond van Duyse,Jan Pieter Heije
Jan Mommaert,Jan Mommaert,Joost van den Vondel en Johan van Heemskerck (etc.)
Jacob Westerbaen,Jacob Westerbaen,Franciscus de Laat
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",Jacob Carel Willem le Jeune
Jan Thieullier,Jan Thieullier,Arnold Bon
Guilelmus van der Borcht,Guilelmus van der Borcht,Willem de Swaen
Jan Jansz. Deutel,Jan Jansz. Deutel,Lucas van Mechelen
C. Rhijnenburgh,C. Rhijnenburgh,Hendrik Uilenbroek
J. Jacobsz. Harlingen,J. Jacobsz. Harlingen,C. J. Wits
Hendrik Uilenbroek,Hendrik Uilenbroek,Claes Stapel
Pieter Elsevier,Pieter Elsevier,Christianus de Placker
Lambert de Visscher,Lambert de Visscher,Hendrik Rintjes
Adriaan Loosjes Pzn.,Adriaan Loosjes Pzn.,Betje Wolff en Aagje Deken
Albertus Ignatius d'Hanins,Albertus Ignatius d'Hanins,Jan Jansz. Deutel
Justus de Harduwijn,Justus de Harduwijn,Lucas de Heere
Aernout van Overbeke,Aernout van Overbeke,Js. M. Pfeil
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Dirck Pietersz Pers
Arnold Bon,Arnold Bon,Franciscus Ridderus
Jan van Hoogstraten,Jan van Hoogstraten,Arnold Bon
Joannes Cloeck,Joannes Cloeck,Carolus Tuinman
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Dirck Pietersz Pers,Dirck Pietersz Pers,Hendrik Jacobz. Soetenboom
J. Sent,J. Sent,Carolus Tuinman
Hendrik Rintjes,Hendrik Rintjes,Albertus Buitendyck
Arnold Bon,Arnold Bon,Jan Pieter Heije
Andries Pels,Andries Pels,Carolus Tuinman
Cornelis Stribeé,Cornelis Stribeé,Jacobus de Ruyter
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
anoniem,anoniem,Frank A. Metaal
Anthony Jansen,Anthony Jansen,Claes Stapel
Pieter Datheen,Pieter Datheen,Guilielmus Bolognino
Jacob Claesz,Jacob Claesz,Boudewijn Jansen Wellens
Aegidius Haeffacker,Aegidius Haeffacker,Cornelis Stribeé
J.F. Willems,J.F. Willems,Florimond van Duyse
Claes Stapel,Claes Stapel,Aagje Deken en Klaas van der Horst
Cornelis de Leeuw,Cornelis de Leeuw,Anthony Jansen
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",M. van de Speybroek
Claes Stapel,Claes Stapel,Hendrik Uilenbroek
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Willem de Swaen
Philippus van Sorgen,Philippus van Sorgen,Frans de Cort
Haerlem Soetendal,Haerlem Soetendal,Joris Wybo
C. J. Wits,C. J. Wits,Karel van Mander
Dirk de Vries,Dirk de Vries,Florimond van Duyse
Joannes de Lixbona,Joannes de Lixbona,Cornelis Maertsz.
Jacobus Revius,Jacobus Revius,Joost van den Vondel en Johan van Heemskerck (etc.)
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Daniel Bellemans
Claes Stapel,Claes Stapel,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Abdias Velingius,Abdias Velingius,Betje Wolff en Aagje Deken
Cornelis Stribeé,Cornelis Stribeé,Lambert de Visscher
J.Z. Baron,J.Z. Baron,Christianus Vermeulen
anoniem,anoniem,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Johannes Stichter,Johannes Stichter,Joannes van Sambeeck
"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen","Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen","R.J. de Nerée, P.C. Hooft, C.G. Plemp"
"Antoine Mahaut, Kornelis Elzevier","Antoine Mahaut, Kornelis Elzevier",J.F. Willems
Jan Luyken,Jan Luyken,Hieronymus Sweerts
Christianus Vermeulen,Christianus Vermeulen,Karel van Mander
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Jan van Hoogstraten,Jan van Hoogstraten,Anthony Jansen
J.F. Willems,J.F. Willems,Js. M. Pfeil
Claes Stapel,Claes Stapel,Gerrit Manheer
Dirck Pietersz Pers,Dirck Pietersz Pers,Lambert de Visscher
"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen","Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen",Gerrit Hendricksz. van Breughel
David Montanus,David Montanus,Jodocus van Lodenstein
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Christianus Vermeulen
Johan van Born,Johan van Born,Dirck Pietersz Pers
Tannetge Kornelis Blok,Tannetge Kornelis Blok,"Antoine Mahaut, Kornelis Elzevier"
Gijsbertus van Sandwijk,Gijsbertus van Sandwijk,Jakobus Rosseau
G.A. Bredero,G.A. Bredero,Dirck Pietersz Pers
Jacobus de Ruyter,Jacobus de Ruyter,H. van Vijfderley
Willem de Swaen,Willem de Swaen,Franciscus Ridderus
Lambert de Visscher,Lambert de Visscher,Dirck Pietersz Pers
Anthony Jansen,Anthony Jansen,Claes Stapel
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",Gysbert Japicx
"Joachim Oudaen, Dirk Rafaelsz. Camphuysen","Joachim Oudaen, Dirk Rafaelsz. Camphuysen",Jacob Westerbaen
Jacob Westerbaen,Jacob Westerbaen,Marijn de Brauwer
Jan Jansz. Deutel,Jan Jansz. Deutel,Herman Harts
Claes Stapel,Claes Stapel,Willem Sluiter
Joannes de Lixbona,Joannes de Lixbona,Christianus de Placker
Jacob Brouwer,Jacob Brouwer,Pieter de Vos
Jacob Rosant,Jacob Rosant,Joris Wybo
Jan van Gijsen,Jan van Gijsen,Frans de Cort
Joris Wybo,Joris Wybo,Karel van Mander
Nicolaes Janssens,Nicolaes Janssens,Hans de Ries
Alle Dercks,Alle Dercks,Jacob Claesz
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Jan Utenhove
Arnold Bon,Arnold Bon,J.F. Willems
Florimond van Duyse,Florimond van Duyse,Aegidius Haeffacker
Bernardus Busschoff,Bernardus Busschoff,Johan van Born
Arnold Bon,Arnold Bon,Jan Pieter Heije
anoniem,anoniem,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Joan Ysermans,Joan Ysermans,Philippus Jennyn
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Joan Ysermans
"F. Pitton, F.Pitton","F. Pitton, F.Pitton",Hieronymus van Alphen
Johannes Stichter,Johannes Stichter,Jacob Rosant
Volkerus van Oosterwyck,Volkerus van Oosterwyck,Willem de Swaen
Hermanus van den Burg,Hermanus van den Burg,François Halma
Tannetge Kornelis Blok,Tannetge Kornelis Blok,Pieter de Vos
Johan Beets,Johan Beets,Jacob Rosant
Cornelis de Leeuw,Cornelis de Leeuw,Claes Stapel
Henricus Costerius,Henricus Costerius,Jacobus de Ruyter
Pieter Dubbels,Pieter Dubbels,Claes Stapel
Hendrik Riemsnijder,Hendrik Riemsnijder,Hermanus van den Burg
"F. Pitton, F.Pitton","F. Pitton, F.Pitton","Jan Steven van Esveldt Holtrop, Willem Holtrop"
Hans de Ries,Hans de Ries,Pieter Datheen
Jan van Eijk,Jan van Eijk,Jan Pieter Heije
Alle Dercks,Alle Dercks,J. Sent
C. Rhijnenburgh,C. Rhijnenburgh,Js. M. Pfeil
Jan van Hoogstraten,Jan van Hoogstraten,Joan Blasius
Hendrick Jansz. Prins,Hendrick Jansz. Prins,"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen"
Tjaert Sonnema,Tjaert Sonnema,Johan Deknatel
Jan van Hoogstraten,Jan van Hoogstraten,Joos Verschuere Reynvaan
Aagje Deken en Klaas van der Horst,Aagje Deken en Klaas van der Horst,Johannes Hazeu Cornelisz. en Dirk van der Reijden
Franciscus de Laat,Franciscus de Laat,Florimond van Duyse
Simon Jansz Fortuyn,Simon Jansz Fortuyn,Franciscus de Laat
J.H.C. Venman,J.H.C. Venman,Hieronymus van Alphen
Joost van den Vondel en Johan van Heemskerck (etc.),Joost van den Vondel en Johan van Heemskerck (etc.),Willem Sluiter
Andries Pels,Andries Pels,Guillaume Abrahams Ooijevaer
François Halma,François Halma,Jacob Steendam
Livinus van der Minnen,Livinus van der Minnen,Aegidius Haeffacker
Hendrik Rintjes,Hendrik Rintjes,Joris Wybo
François Foret,François Foret,Jacob Rosant
Johannes Stichter,Johannes Stichter,Franciscus Ridderus
Jacobus de Ruyter,Jacobus de Ruyter,H. van Vijfderley
Johanna de Gavre,Johanna de Gavre,G.A. Bredero
Jacob Rosant,Jacob Rosant,Franciscus Ridderus
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,G.A. Bredero
Carolus Tuinman,Carolus Tuinman,Reynier Rooleeuw
Hermanus van den Burg,Hermanus van den Burg,"Antoine Mahaut, Kornelis Elzevier"
Rutger Schutte,Rutger Schutte,Johannes d' Outrein
Claes Stapel,Claes Stapel,Gerrit Manheer
Philippus van Sorgen,Philippus van Sorgen,Jan van der Veen
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Karel van Mander
Hermanus van den Burg,Hermanus van den Burg,Zacharias Heyns
Joannes Six van Chandelier,Joannes Six van Chandelier,François Halma
Gerrit Manheer,Gerrit Manheer,Claes Stapel
Boudewijn Jansen Wellens,Boudewijn Jansen Wellens,Cornelis Stribeé
Jakobus Rosseau,Jakobus Rosseau,Gijsbertus van Sandwijk
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,Cornelis Maertsz.
Js. M. Pfeil,Js. M. Pfeil,Jacob Steendam
Abdias Velingius,Abdias Velingius,Johannes Hazeu Cornelisz. en Dirk van der Reijden
Joannes van Dyck,Joannes van Dyck,Franciscus Ridderus
Jan Mommaert,Jan Mommaert,"Petrus Suetmans, Eustachius de Meyer"
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",C. J. Wits
Aegidius Haeffacker,Aegidius Haeffacker,"B. Targier, Anthony Jansen"
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,Boudewijn Jansen Wellens
Tannetge Kornelis Blok,Tannetge Kornelis Blok,Roelant de Kater
Pieter Dubbels,Pieter Dubbels,Gerrit Manheer
Gerrit Manheer,Gerrit Manheer,Claes Stapel
Jan Pieter Heije,Jan Pieter Heije,Aegidius Haeffacker
Jan Pieter Heije,Jan Pieter Heije,Frans de Cort
C. Rhijnenburgh,C. Rhijnenburgh,Femme Gerbrantsz Drieduym
Carolus Tuinman,Carolus Tuinman,Johannes d' Outrein
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Jacobus de Ruyter
Johannes Wilhelmus Bussingh,Johannes Wilhelmus Bussingh,Willem de Swaen
Bernardus Busschoff,Bernardus Busschoff,Willem de Swaen
Karel van Mander,Karel van Mander,Jan Thieullier
Jan Luyken,Jan Luyken,Jan Pieter Heije
Guilelmus van der Borcht,Guilelmus van der Borcht,Aagje Deken en Klaas van der Horst
Johannes Wilhelmus Bussingh,Johannes Wilhelmus Bussingh,Jan Pieter Heije
Nicolaes Janssens,Nicolaes Janssens,Joos Verschuere Reynvaan
Pieter Nootmans,Pieter Nootmans,G.A. Bredero
J. Sent,J. Sent,Jacob Claesz
David Joris,David Joris,Daniel Bellemans
Jan Pieter Heije,Jan Pieter Heije,Jacob Steendam
Christianus Vermeulen,Christianus Vermeulen,Franciscus Ridderus
Joan Ysermans,Joan Ysermans,Florimond van Duyse
"Jan Steven van Esveldt Holtrop, Willem Holtrop","Jan Steven van Esveldt Holtrop, Willem Holtrop",Carolus Tuinman
Gerrit Hendricksz. van Breughel,Gerrit Hendricksz. van Breughel,Philips van Marnix
Anthony Jansen,Anthony Jansen,Hendrik Rintjes
Augustinus van Teylingen,Augustinus van Teylingen,Johannes Stichter
"Antoine Mahaut, Kornelis Elzevier","Antoine Mahaut, Kornelis Elzevier",Johan Deknatel
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Jan Mommaert,Jan Mommaert,J.F. Willems
Jan Thieullier,Jan Thieullier,Johan van Born
Hendrik Rintjes,Hendrik Rintjes,Soetken Gerijts
Joannes van Dyck,Joannes van Dyck,Jacobus de Ruyter
Willem van Geldof,Willem van Geldof,Anthony Jansen
Peeter de Vleeschoudere,Peeter de Vleeschoudere,Rumoldus Batavus
Jan Jansz. Deutel,Jan Jansz. Deutel,Simon Jansz Fortuyn
Cornelis de Leeuw,Cornelis de Leeuw,Hermanus van den Burg
Joannes van Dyck,Joannes van Dyck,Jan Pieter Heije
Cornelis Sweerts,Cornelis Sweerts,Lucas van Mechelen
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Johan Fruytiers,Johan Fruytiers,M. van de Speybroek
Jacob Brouwer,Jacob Brouwer,Pieter de Vos
Aegidius Haeffacker,Aegidius Haeffacker,"Karel van Mander, samensteller Karel van Mander"
Hieronymus van Alphen,Hieronymus van Alphen,Willem Sluiter
Hendrik Rintjes,Hendrik Rintjes,Hendrick Jansz. Prins
Thomas Fonteyn,Thomas Fonteyn,Jacob Groenewegen
Pieter Datheen,Pieter Datheen,Philips van Marnix van Sint Aldegonde
J. Tradel,J. Tradel,Augustinus van Teylingen
Joannes de Lixbona,Joannes de Lixbona,Lucas van Mechelen
Carolus Tuinman,Carolus Tuinman,Jan Luyken
Karel van Mander,Karel van Mander,Pieter Lenaerts van der Goes
Thomas Fonteyn,Thomas Fonteyn,C. J. Wits
Marijn de Brauwer,Marijn de Brauwer,Joannes Stalpaert van der Wiele
Hendrik Rintjes,Hendrik Rintjes,Jacob Rosant
Anthony Jansen,Anthony Jansen,Augustinus van Teylingen
Thomas Fonteyn,Thomas Fonteyn,Gijsbertus van Sandwijk
Mattheus Gargon,Mattheus Gargon,Hieronymus van Alphen
Florimond van Duyse,Florimond van Duyse,Jan Luyken
Johan Deknatel,Johan Deknatel,François Halma
Aagje Deken en Klaas van der Horst,Aagje Deken en Klaas van der Horst,Cornelis Sweerts
Aegidius Haeffacker,Aegidius Haeffacker,Jacob Rosant
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Philippus van Sorgen
Gijsbertus van Sandwijk,Gijsbertus van Sandwijk,Mattheus Gargon
Jacobus de Ruyter,Jacobus de Ruyter,Philips van Marnix van Sint Aldegonde
Anthony Jansen,Anthony Jansen,"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen"
Jan Thieullier,Jan Thieullier,Guilielmus Bolognino
Jan Pieter Heije,Jan Pieter Heije,Claes Stapel
Lambert de Visscher,Lambert de Visscher,M. van de Speybroek
Hendrik Riemsnijder,Hendrik Riemsnijder,Jan Pieter Heije
Pieter van Gelre,Pieter van Gelre,Arnold Bon
Philips van Marnix,Philips van Marnix,Philips van Marnix van Sint Aldegonde
Christianus Vermeulen,Christianus Vermeulen,Hendrik Uilenbroek
Cornelis Maertsz.,Cornelis Maertsz.,Jacob Coenraetsz Mayvogel
Jan Jansz. Orlers,Jan Jansz. Orlers,Johan Fruytiers
Frans vander Straten de jongere,Frans vander Straten de jongere,Johanna de Gavre
Jan Mommaert,Jan Mommaert,Lambert de Visscher
Jan Pieter Heije,Jan Pieter Heije,Frans de Cort
Johan Beets,Johan Beets,Jacob Brouwer
Roelant de Kater,Roelant de Kater,Hendrik Uilenbroek
Cornelis Maertsz.,Cornelis Maertsz.,Femme Gerbrantsz Drieduym
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Hendrik Rintjes
M. van de Speybroek,M. van de Speybroek,Willem Sluiter
Haerlem Soetendal,Haerlem Soetendal,M. van de Speybroek
Johan van Born,Johan van Born,"Willem Dirckszoon Hooft, Jan Jansz. Starter, Jacob Westerbaen"
"Adriaan Loosjes, Jan van Walré","Adriaan Loosjes, Jan van Walré",Claes Stapel
Jacob Rosant,Jacob Rosant,Pieter de Vos
Dirck Pietersz Pers,Dirck Pietersz Pers,Willem de Swaen
Marijn de Brauwer,Marijn de Brauwer,Karel van Mander
Jan Pieter Heije,Jan Pieter Heije,Joannes Six van Chandelier
Franciscus Ridderus,Franciscus Ridderus,H. van Vijfderley
Dirck Pietersz Pers,Dirck Pietersz Pers,Cornelis Maertsz.
Pieter Elsevier,Pieter Elsevier,Leonardus Gouwerak
Karel van Mander,Karel van Mander,Willem Sluiter
Jan Thieullier,Jan Thieullier,Boudewijn Jansen Wellens
Jacob Claesz,Jacob Claesz,J. Sent
Anthony Jansen,Anthony Jansen,Florimond van Duyse
